source,headline,sentence
CNN_UKR_lexisnexus,At least 70 countries have elections in 2024. A guide in maps and charts,"By Lou Robinson, CNN TM & © 2024 Cable News Network, Inc., a Time Warner Company."
CNN_UKR_lexisnexus,On board a lifesaving hospital train bringing Ukraine's wounded soldiers to safety,"Ambulance trains were first used during the Crimean War in the 1850s, but they have come a long way since then."
CNN_UKR_lexisnexus,Why Trump 2.0 would make the world poorer,"Analysis by Hanna Ziady, CNN TM & © 2024 Cable News Network, Inc., a Time Warner Company."
CNN_UKR_lexisnexus,Russia says Ukrainian troops crossed into its territory and launched 'massive attack',"The Ukrainian military has regularly attacked targets inside Russia with drones and missiles, but Kyiv has not launched any official ground incursions across the border in the two and half years since the start of the full-scale war."
CNN_UKR_lexisnexus,Biden campaign official meets with Haley supporters hours after she said she'd vote for Trump,"As some Republican voters continue to show support for Haley in primaries since she left the presidential race in March, the Biden campaign is focused on expanding its outreach and talking to these voters, especially in battleground states."
cnn_PAL,On GPS: An Israeli perspective on why the Israel-Hamas war is likely to continue,2.
cnn_PAL,Israel orders closure of six UN schools in East Jerusalem after raids,"The strike destroyed a four-story residential building in the Al-Shujaiya neighborhood in Gaza City and wounded at least 60 others, the Civil Defense said."
cnn_PAL,Watch Lebanese people celebrate Israel-Hezbollah ceasefire deal,"In that time, Hezbollah fighters are expected to retreat 40 kilometers (25 miles) from the border with Israel, while Israeli ground forces are meant to withdraw from Lebanese territory."
cnn_PAL,‘It’s scaring the heck out of me’: How antisemitic threats are influencing Jewish voters in a critical swing state,"Close
‘It’s scaring the heck out of me’: How antisemitic threats are influencing Jewish voters in a critical swing state"
cnn_PAL,Israel confirms it is arming Hamas rivals in operation opposition calls ‘complete madness’,"Israel is arming local militias in Gaza in an effort to counter Hamas in the besieged enclave, officials say, as opposition politicians warned that the move endangers national security."
cnn_PAL,Why some Israeli teens are choosing prison over the army,"Since the war began, a dozen of these so-called ""refuseniks"" have publicly refused to enlist in the Israeli army, citing conscientious grounds."
cnn_PAL,"What is UNIFIL, the United Nations peacekeeping force on the Israel-Lebanon border?",The IDF later said one of its tanks backed into the post because it was evacuating soldiers wounded by an anti-tank missile.
cnn_PAL,Bodies of two Israeli-American hostages recovered from Gaza in joint military operation,The release of hostages has been a key point in mediated negotiations aimed toward a ceasefire between Israel and the militant group.
cnn_PAL,Gazans return home to rubble and mixed emotions after ceasefire,Did you encounter any technical issues?
cnn_PAL,Retired IDF colonel on public sentiment amid Israel’s attacks,"CNN values your feedback
1."
cnn_PAL,Pro-Palestinian NGO seeks ICC arrest warrant for Israel’s foreign minister,"In a statement, HRF called for an arrest warrant for Sa’ar for “war crimes and crimes against humanity committed during Israel’s ongoing military assault on Gaza since October 7, 2023.”
The complaint comes ahead of the foreign minister’s expected trip to Brussels next week."
cnn_PAL,"Palestinian American teen shot dead by Israeli soldiers in West Bank, official says","The Israeli military said its soldiers opened fire during a counterterrorism operation in Turmusaya when they saw three “terrorists who hurled rocks toward the highway, thus endangering civilians driving.”
The soldiers killed one and hit the other two, the military said."
cnn_PAL,Palestinians evacuating northern Gaza say they are being shot at by Israeli military,"“We stayed in the house to search for the remaining body parts of Hassan, but now we cannot go out due to the intensity of the shelling and gunfire,” the 58-year-old said, adding the gunfire targets “anything that moves.”
Itaf spoke to CNN on the phone from her home in Jabalya, where shelling could be heard in the background."
cnn_PAL,Netanyahu vows to ‘finish the job’ against Iran with support from Trump,"US intelligence agencies recently warned both the Biden and Trump administrations that Israel will likely attempt to strike facilities key to Iran’s nuclear program this year, according to sources familiar with the assessments."
cnn_PAL,Video: Prominent Palestinian doctor detained by Israeli military. Rights groups want answers,"Video player was slow to load content Video content never loaded Ad froze or did not finish loading Video content did not start after ad Audio on ad was too loud Other issues
Ad never loaded Ad prevented/slowed the page from loading Content moved around while ad loaded Ad was repetitive to ads I've seen previously Other issues"
cnn_PAL,"Israel announces expansion of military operation in Gaza to seize ‘large areas’ of land, ordering residents to leave","More than 50,000 Palestinians have been killed in Gaza since Israel’s war with Hamas began, according to the territory’s health ministry."
cnn_PAL,See inside IDF’s ground operation in southern Lebanon,Did you encounter any technical issues?
cnn_PAL,Casualties at this Gaza hospital arrive in horse-drawn carts due to lack of fuel,nan
cnn_PAL,Israel’s approval of the Gaza deal unmasks deep schisms that could threaten the ceasefire and Netanyahu’s political future,"President Biden said Wednesday “the plan says if negotiations take longer than six weeks, the ceasefire will continue, as long as the negotiations continue.” But were Israel to begin bombing on day 43, the agreement would collapse."
cnn_PAL,"Israeli forces surround northern Gaza hospital and order evacuation, says director","The Israeli military has fired on Kamal Adwan Hospital on a daily basis, and raided the facility at least six times since October 5, Abu Safiya told CNN earlier this month."
cnn_PAL,‘Imagine your worst nightmare’: Brother of former Israeli hostage tells CNN about the conditions in Gaza,How relevant is this ad to you?
cnn_PAL,"A Gaza doctor went to work. Hours later, her children’s bodies arrive","They were Dr. Najjar’s own children, killed in an Israeli strike on her home."
cnn_PAL,CNN review sheds new light on deadly Gaza aid site shooting,"“Since the cracks are irregular, it seems more like the gunfire was being sprayed over the area.”
Trevor Ball, a former US Army senior explosive ordnance disposal team member, said the rate of fire was consistent with the FN MAG, a heavily-used machine gun in the Israeli military’s arsenal."
cnn_PAL,Lebanon’s prime minister forms new government after unusual US intervention,"Lebanon formed a new government on Saturday, following unusually direct U.S. intervention in the process and in a step intended to bring the country closer to accessing reconstruction funds following a devastating war between Israel and Hezbollah."
cnn_PAL,Israel’s political leaders steering ceasefire talks frustrate mediators,"When discussions began over releasing Israeli hostages shortly after the October 7 attack by Hamas, the negotiators tasked to strike a deal were mostly intelligence and security professionals."
cnn_PAL,Hamas releases bodies of four hostages to Red Cross,"Ariel Bibas was just four years old, and his brother, Kfir, was just nine months old when they were abducted from their home in Kibbutz Nir oz in southern Israel."
cnn_PAL,Why UN Security Council Resolution 1701 is critical to ending the Lebanon-Israel war,"Between October 8, 2023 and the end of June, UNIFIL detected 15,101 cross border trajectories, of which 12,459 were from Israel into Lebanon, and 2,642 Lebanon into Israel,” the UN said on October 1, adding that “while most exchanges of fire have been confined to within a few kilometers of either side of the Blue Line, several strikes have reached as far as 130 km into Lebanon and 30 km into Israel.”
Since then, cross border skirmishes continued but were contained along the Israel-Lebanon frontier, until September this year, when Israel expanded its war aims to including the return home for residents of the north, who were displaced due to cross border attacks from Hezbollah, which said that it would only stop attacks on Israel once a ceasefire is reached in Gaza."
cnn_PAL,Rights group PHRI says Israel has systematically abused Palestinian health workers for their profession,"The Israeli military held more than 250 health workers in Gaza by September, according to Healthcare Workers Watch Palestine, which has been collecting information about medical professionals working in the strip since the war started on October 7, 2023."
cnn_PAL,Video: Dearborn residents who didn’t vote for Harris because of Gaza react to Trump’s comments,"CNN values your feedback
1."
cnn_PAL,"Nine killed in Israeli attack in northern Gaza, officials say, in deadliest strike since ceasefire began","At least nine people have been killed and several others injured in an Israeli strike in Beit Lahia, northern Gaza, the enclave’s health ministry said, making it the deadliest incident since a ceasefire went into effect in January."
cnn_PAL,Streaming site Twitch is embroiled in controversy over creators’ content about its handling of Israel and Palestine,"Creators on Twitch have waded into controversy over Israel’s war in Gaza in recent months, spooking advertisers and brands who have pulled away or otherwise admonished the Amazon-owned livestreaming platform."
cnn_PAL,"Israel’s justice minister moves to oust attorney general amid allegations of political bias, opposition decries move","Yair Lapid, head of the opposition, criticized Levin’s move as “criminal, violent, and unconstitutional,” accusing the justice minister of exploiting wartime divisions to consolidate power."
cnn_PAL,A mistake finally corrected after more than 80 years for two WWII Jewish American soldiers,"The non-profit Operation Benjamin, which works with the American Battle Monuments Commission, helped organize the replacement of Latin crosses with Stars of David for two Jewish soldiers buried in Italy."
cnn_PAL,Gen. Patraeus weighs in on ‘the day after’ in Gaza,Thank You!
cnn_PAL,Matthew Chance describes what’s inside leaked documents,"CNN values your feedback
1."
cnn_PAL,Israeli military fires warning shots at foreign diplomats in occupied West Bank,"CNN values your feedback
1."
cnn_PAL,Video: Gaza ‘freedom flotilla’ alleges drone attack off coast of Malta,2.
cnn_PAL,Trump didn’t want Israel to strike Iran but they did it anyway,"“There has already been great death and destruction, but there is still time to make this slaughter, with the next already planned attacks being even more brutal, come to an end."
cnn_PAL,"Gaza: Israeli strike kills at least 28 Palestinians at school in Deir al-Balah, Red Crescent says","The latest strike comes as Gaza’s health ministry reported more than 42,000 people killed in the besieged territory since the war began a year ago following the Hamas attacks of October 7, and as Israel presses on with a ground incursion into Lebanon while weighing an attack on Iran."
cnn_PAL,Fans scuffle despite heavy security presence at France-Israel soccer match,"Marie Mesmeur had posted that the Israelis attacked in Amsterdam, “were not lynched because they were Jewish, but because they were racist and supported genocide.”
The official French response could not be more different."
cnn_PAL,"Israeli and Syrian official hold rare direct talks, Israeli source says","Since the Assad regime fell, Israel has taken more territory in Syria and staged multiple attacks that it says are aimed at preventing the reconstitution of military capabilities and rooting out militancy that could threaten its security."
cnn_PAL,Gaza Humanitarian Foundation isn’t screening recipients - despite being established to keep supplies from Hamas,The lack of screenings raises questions about how GHF will be more effective at preventing the diversion of aid than the UN agencies which have supplied the overwhelming majority of aid to Gaza during the war and which have refused to participate in the new GHF-run mechanism due to concerns about a lack of independence and heightened risks for Palestinians.
cnn_PAL,On GPS: Trump’s Gaza strategy ‘probably plays into Hamas’ hands’,"CNN values your feedback
1."
cnn_PAL,Trump’s Mideast envoy: ‘We do expect’ phase two of Gaza ceasefire will move forward,nan
cnn_PAL,Iran warns US that it will retaliate against any future Israel strike,Did you encounter any technical issues?
cnn_PAL,Video shows Israel striking Hezbollah targets in Southern Lebanon,How relevant is this ad to you?
cnn_PAL,More than a dozen Israeli strikes hit Beirut suburbs,Did you encounter any technical issues?
cnn_PAL,Biden outlines phases of Gaza ceasefire,Israel and Hamas have agreed to a deal that will pause fighting in Gaza.
cnn_PAL,Does have Iran have nuclear weapons? What to know about their nuclear program,"It’s unclear how close Iran might be to actually building a nuclear bomb, if at all, but it has made significant progress in producing its key ingredient: highly enriched uranium."
cnn_PAL,Family member of Israeli hostages: ‘We never lose hope’,2.
cnn_PAL,183 Palestinian prisoners released after Hamas frees three Israeli hostages,Did you encounter any technical issues?
cnn_PAL,Ret. Gen. McMaster: Israel must ‘destroy’ Hamas to ensure its safety,Close
cnn_PAL,"‘We want Israel out yesterday, not tomorrow:’ Lebanon’s leader urges US to pressure Israel to withdraw troops","Israel has significantly weakened Hezbollah over the past year, killing much of its top leadership and severely degrading its power through mass airstrikes."
cnn_PAL,French President Macron calls for respect for Palestinians in Gaza,"France has been full-throated in shooting down plans to displace Palestinians, with the government’s spokesperson describing such a move as a “destabilizing question in the Middle East.”
With additional reporting from CNN’s Rob Picheta"
cnn_PAL,‘Very concerning’: Johnson reacts to leak of US intel on potential Israeli strike against Iran,nan
cnn_PAL,Iran pushes for urgent diplomacy to avert Israeli retaliation,Did you encounter any technical issues?
cnn_PAL,Sen. Murphy: Israel needs to be protected & Gaza needs aid,"CNN values your feedback
Video player was slow to load content Video content never loaded Ad froze or did not finish loading Video content did not start after ad Audio on ad was too loud Other issues
Ad never loaded Ad prevented/slowed the page from loading Content moved around while ad loaded Ad was repetitive to ads I've seen previously Other issues
Thank You!"
cnn_PAL,Israel completes withdrawal from key road dividing Gaza as part of ceasefire deal,A checkpoint run by Egyptian and Qatari officials — countries that play a mediator role between the warring sides — remains at Netzarim.
cnn_PAL,Palestinians take part in largest anti-Hamas protests in Gaza since start of war,"Palestinians demonstrated against Hamas in northern Gaza on Tuesday, in what appeared to be the largest protest against the militant group since its attacks on Israel on October 7, 2023."
cnn_PAL,Hamas leader Yahya Sinwar is dead. Here’s who could head the group next,"Israel succeeded Wednesday in its year-long mission to kill Hamas leader Yahya Sinwar, the man accused of being one of the masterminds of the October 7, 2023 attacks."
cnn_PAL,On GPS: Former Israeli PM says Israel is committing war crimes in Gaza,"CNN values your feedback
1."
cnn_PAL,Reporter on what he found interesting from Netanyahu’s remarks,"CNN values your feedback
1."
cnn_PAL,"Israel arrests hospital director and other staff in raid on last functioning facility in northern Gaza, health officials say","In the video, a man with special needs is trying to explain what happened to him, making signs of gunfire and gestures indicating that he has been beaten on his arms and face."
cnn_PAL,Video shows sirens in Tel Aviv after missile fired from Yemen,How relevant is this ad to you?
cnn_PAL,Why Israel captured Syria’s tallest mountain just hours after Assad fell,"Israel captured the Golan Heights, a strategic plateau in southwestern Syria that abuts Mount Hermon, in the 1967 war and has occupied it since."
cnn_PAL,"5 things to know for June 5: Travel ban, Israel-Hamas war, Universities, Manhunt, Oil spill",It was the city’s largest evacuation since the war.
cnn_PAL,Israel-France tensions deepen as Paris says consulate staff briefly detained by police in Jerusalem,"European nations, including France, have expressed outrage over Israeli military strikes at posts of the United Nations peacekeeping mission in southern Lebanon, UNIFIL."
cnn_PAL,Washington’s Arab allies engage with Iran as US efforts to stem Middle East violence falter,A regional source told CNN last week the UAE’s airspace will not be used for any strike on the Islamic Republic.
cnn_PAL,Israeli soldier says his unit used Palestinians as human shields in Gaza war,2.
cnn_PAL,Israel marks the anniversary of October 7 Hamas attacks with tears and anger,"War rages on
Monday marked the first anniversary of the Hamas terror attacks, and a year since Israel began its war against the militant group in Gaza."
cnn_PAL,Watch: IDF releases video it says shows Hamas leader Sinwar in hours before October 7 terror attacks,How relevant is this ad to you?
cnn_PAL,Palestinian family demands justice after Israeli military kills 2-year-old girl in West Bank,Did you encounter any technical issues?
cnn_PAL,Gaza truce hangs by a thread as Israel sets new conditions. Here’s what to know,"A second, 42-day ceasefire phase was meant to see a commitment to permanently ending the war, the withdrawal of all Israeli troops from Gaza, and the release of all living hostages in exchange for Palestinian prisoners and detainees."
cnn_PAL,US intelligence agencies believe Israel is likely to strike Iranian nuclear facilities this year,"At the same time, Trump’s decision to strip former officials of their security details, despite them still facing threats from Iran for their role in killing Soleimani, is viewed by some officials as a result of his shifting posture."
cnn_PAL,What sources are telling CNN about leaked US intelligence on Israel’s plans to attack Iran,"CNN values your feedback
1."
cnn_PAL,France says Palestinian Authority makes ‘unprecedented commitments’ to reform ahead of conference on statehood,"The letter, which France said was signed by Palestinian Authority (PA) President Mahmoud Abbas, includes condemnation of the Hamas-led October 7, 2023 attack on Israel, a call on Hamas to immediately release all hostages, and pledges to hold elections and reform the authority, according to excerpts shared with CNN."
cnn_PAL,What is THAAD? The powerful US anti-missile defense system is being sent to Israel,"Meanwhile, the Arrow 3 uses hit-to-kill technology to intercept incoming ballistic missiles in space, as THAAD can do."
cnn_PAL,State Department notifies Congress of planned $8 billion arms sale to Israel,"Israeli Prime Minister Benjamin Netanyahu last year accused the Biden administration of withholding weapons to Israel – a claim a Biden envoy called “unproductive” and “more importantly, completely untrue.”
Israel continues to face accusations from human rights groups of violations of international law, including in its use of US weapons, in its war with Hamas in Gaza, where tens of thousands have been killed."
cnn_PAL,"US envoy gives Israel and Hamas new proposal to extend Gaza ceasefire, says source","The United States has put forward a new proposal that would secure the release of a handful of living hostages held by Hamas in exchange for a month-long extension of the Israel-Hamas ceasefire, a source familiar with the negotiations said."
cnn_PAL,Israel approves controversial proposal to facilitate emigration of Palestinians from Gaza,But aid groups argue that Israel’s war has made life in Gaza nearly impossible.
cnn_PAL,Dissent against war grows in Israel’s military as reservists from elite unit join protest movement,"While the two letters criticized the continuation of the war, the signatories have not refused to serve."
cnn_PAL,"Father whose family was held by Hamas: ‘They tried to destroy us, now we are expanding’",Did you encounter any technical issues?
cnn_PAL,Top Iranian commander killed in Israeli strikes,Did you encounter any technical issues?
cnn_PAL,A weakened Iran has few options for striking back after Israel’s devastating blows,"Despite public pleading by US President Donald Trump for it to hold off, Israel went ahead with the most significant attack on Iran since its war with Iraq in the 1980s."
cnn_PAL,"‘I just want him to come back alive’: a former hostage pleads for the return of her husband, still held by Hamas","Close
‘I just want him to come back alive’: a former hostage pleads for the return of her husband, still held by Hamas"
cnn_PAL,Scuffle breaks out during tense Israel-France football match,"Security intervened after around one minute, and it is unclear what led to the altercation."
cnn_PAL,Human remains returned by Hamas to Israel confirmed as those of former hostage Shiri Bibas,"Hamas, which says Shiri and the two boys were killed in an Israeli airstrike in 2023, said later that her body may have earlier been mixed up with the body of another person killed in the airstrike, and vowed to investigate."
cnn_PAL,Retired Maj. Gen. Marks predicts what more is to come following Israel’s strikes on Iran,Did you encounter any technical issues?
cnn_PAL,"Israeli strike kills 11 people, including head of Gaza police, Palestinian officials say",The Israeli offensive since the Hamas-led October 7 attacks in 2023 has eroded law infrastructure in Gaza.
cnn_PAL,World News,Did you encounter any technical issues?
cnn_PAL,‘I don’t think any of us have done all we should’ on Gaza says former top US diplomat,"CNN values your feedback
Thank You!"
cnn_PAL,Dozens killed in Gaza after trying to receive aid at distribution site,Did you encounter any technical issues?
cnn_PAL,On GPS: What is life like in Gaza right now?,"CNN values your feedback
1."
cnn_PAL,Palestinian politician reacts to ceasefire deal,2.
cnn_PAL,Video: Why this river in Lebanon is at the heart of the Israel-Hezbollah ceasefire,CNN's Tamara Qiblawi visited the banks of the river to break down why this geographic landmark is so significant.
cnn_PAL,Lebanon ceasefire talks intensify as Hezbollah considers new US-Israeli proposal,"Hezbollah is considering a US-Israeli ceasefire proposal, sources told CNN, as diplomatic efforts to end the conflict between Israel and the Lebanese militant group intensify."
cnn_PAL,Lead U.S. negotiator of Israel-Hezbollah deal speaks to CNN,"Video player was slow to load content Video content never loaded Ad froze or did not finish loading Video content did not start after ad Audio on ad was too loud Other issues
Ad never loaded Ad prevented/slowed the page from loading Content moved around while ad loaded Ad was repetitive to ads I've seen previously Other issues"
cnn_PAL,Israeli strike leaves Gaza City’s last fully functioning hospital out of service as offensive escalates,"The IDF said Sunday that it had attacked a weapons storage compound in northern Gaza early on Sunday and announced that over the previous 48 hours, the air force had struck more than “90 terror targets belonging to terrorist organizations throughout the Gaza Strip.”
Video also showed another airstrike on a building in the area of Deir al-Balah in central Gaza."
cnn_PAL,Israel threatens to ‘go deeper’ into Lebanon as strikes strain ceasefire,"“Both the French and the Americans didn’t really like it,” Smotrich said, referring to Israeli strikes on Lebanon since the truce."
cnn_PAL,‘We’re dying from the cold’: Displaced Palestinians battle winter in Gaza,"“Displaced people, already living through the unlivable due to the war, are now battling heavy rainstorms,” UNRWA said."
cnn_PAL,Lebanon’s president says he seeks to disarm Hezbollah this year,"Just months ago, the group was seen as Iran’s most powerful regional proxy, engaging in tit-for-tat strikes with the Israeli army until an Israeli campaign killed many of its senior guard."
cnn_PAL,Chaotic scenes at Gaza hostage release bring condemnation from Israeli leaders,"But that solace has accompanied by astounding images of Hamas militants’ elaborate handover ceremonies – clearly designed to show that the group is still standing, despite the Israeli government’s promises of “total victory” over the perpetrators of the deadliest attack on Jews since the Holocaust."
cnn_PAL,Lebanon and Syria agree to ceasefire after cross-border attacks kill 10,"If confirmed to have been conducted by Syria, the attack on Lebanon would mark rare action by Syria’s new government on one of its neighbors."
cnn_PAL,Investigation highlights Israeli intelligence failures in lead-up to Hamas’ October 7 attack,"The IDF’s response was hampered by a lack of “situational awareness,” delayed force mobilization, and insufficient deployment of troops and firepower, found the inquiry, which added that the IDF’s readiness levels were “inadequate” for the scale of the attack."
cnn_PAL,"Israel calls up tens of thousands of reservists, plans to expand Gaza offensive amid stalled hostage talks","Previously, he had described defeating Hamas and securing the release of the hostages as the primary goals of Israel’s war in Gaza."
cnn_PAL,Israeli strike kills Hezbollah spokesperson Mohammed Afif as group prepares response to fresh ceasefire proposal,"With Sunday’s attacks, five strikes have hit inside Beirut’s city limits since 2006, when a 34-day armed conflict between Israel and Hezbollah took place."
cnn_PAL,‘Where are we supposed to go?’ Israel’s West Bank campaign leaves families with nowhere to call home,The Israeli military says it is targeting militants and said Friday that it has killed “70 terrorists” since the beginning of the operation.
cnn_PAL,Israel intercepts missile launched by Houthi rebels as US airstrikes hit Yemen,"The Houthis’ launch came after the latest US strikes targeted Yemen on Wednesday and early into Thursday, including in the capital Sanaa, as President Donald Trump threatened the Houthis in a post on his Truth Social platform, saying the rebel group “will be completely annihilated.”
The Houthis, whose drone and missile attacks on Red Sea shipping have significantly impacted global trade since late 2023, earlier said they will continue their assaults on American and Israeli interests until hostilities cease in Gaza."
cnn_PAL,"Dozens killed by Israeli strikes in Lebanon, including 29 in central Beirut",Most Israeli airstrikes have targeted the Lebanese militant group’s stronghold in Beirut’s southern suburbs since hostilities ramped up in recent months.
cnn_PAL,Gaza’s only Catholic Church reflects on its special bond with Pope Francis,2.
cnn_PAL,Inside Mossad’s Intelligence Coup Behind Israeli Strikes on Iran,2.
cnn_PAL,"Israel intercepts Gaza-bound aid ship, detaining Greta Thunberg and other prominent activists",How relevant is this ad to you?
cnn_PAL,"‘We have to let some die’: Doctor says Gaza hospital is out of blood, medication","Video player was slow to load content Video content never loaded Ad froze or did not finish loading Video content did not start after ad Audio on ad was too loud Other issues
Ad never loaded Ad prevented/slowed the page from loading Content moved around while ad loaded Ad was repetitive to ads I've seen previously Other issues"
cnn_PAL,"Israel assures US it plans to target Iran’s military, not oil or nuclear sites, source says","American officials have said they expected a measured response from Israel, believing the country did not want an out-of-control conflict with Iran."
cnn_PAL,"UAE’s $1.5 trillion investment, Dubai’s real estate innovation, and Turkey’s currency crisis",nan
cnn_PAL,‘I’m just in this moment’: Israeli reacts to hostages’ release,Did you encounter any technical issues?
cnn_PAL,‘Bursts of celebratory gunfire’: CNN reporter on the mood in Lebanon after ceasefire,Did you encounter any technical issues?
cnn_PAL,Ehud Olmert: Former Israeli PM blasts war in Gaza,"More than 54,000 Palestinians have been killed in Gaza since the start of the war, according to the Palestinian Ministry of Health in Gaza, including at least 28,000 women and children."
cnn_PAL,"Gazans are living in a ‘post-apocalyptic environment,’ says UNRWA chief","CNN values your feedback
Thank You!"
cnn_PAL,"Dozens shot dead and injured near Gaza aid hub, health ministry and doctors say","According to Palestinian Ministry of Health figures, 11 people had been killed and dozens injured since the aid distribution sites opened last week – before Sunday’s casualties."
cnn_PAL,Violence surges in West Bank as three Israelis killed and reprisals reported,"Since the October 7 attacks in 2023, at least 169 children have been killed by Israeli forces and Jewish settlers in the West Bank and East Jerusalem, according to the UN."
cnn_PAL,VIDEO: Protests erupt in Israel after Netanyahu fires Defense Minister Yoav Gallant,"CNN values your feedback
Video player was slow to load content Video content never loaded Ad froze or did not finish loading Video content did not start after ad Audio on ad was too loud Other issues
Ad never loaded Ad prevented/slowed the page from loading Content moved around while ad loaded Ad was repetitive to ads I've seen previously Other issues
Thank You!"
cnn_PAL,"Lebanese American killed by Israeli airstrike while caring for those who were displaced, family says","Dabaja, who is close friends with the Jawad family and says he is heartbroken over his killing, said the Dearborn community is in “collective mourning” and that every death – including every Palestinian killed by Israel since October 7 – has caused the community the same measure of pain."
cnn_PAL,Sudan launches case against United Arab Emirates at World Court,"The charges are in connection with intense ethnic-based attacks by the RSF and allied Arab militias against the non-Arab Masalit tribe in 2023 in West Darfur, documented in detail by Reuters."
cnn_PAL,"Jan Egeland: ‘Gaza is destroyed, there is no other way to describe it’",nan
cnn_PAL,Four hostages freed but Israel blocks people in Gaza returning north,"The Israeli military said its troops “only fired warning shots” after they identified dozens of “suspects that posed a threat to the forces.”
“We emphasize that, as of now, we are unaware of any harm caused to the suspects as a result of the shooting,” it added."
cnn_PAL,‘Everybody is crying’: Israelis rejoice as 3 hostages returned after more than 470 days in Gaza,"The war has also displaced nearly all of Gaza’s population of more than 2 million people, flattened swathes of the territory in an Israeli bombing campaign and triggered a spiraling humanitarian crisis."
cnn_PAL,Warning shots and grenades used to disperse Palestinians seeking aid,"CNN values your feedback
1."
cnn_PAL,Israel’s unprecedented attack shows Iran has become a ‘playground’ for the Mossad,"Ram Ben Barak, the former deputy director of the Mossad, said the organization’s continued success is “due to a very, very disliked regime, even hated by most of the public, so this allows for intelligence penetration on one hand, and on the other, you have the sophistication and professionalism of the Israeli intelligence personnel.”
After the start of the war in Gaza, Israel assassinated Hamas political leader Ismail Haniyeh in the heart of Tehran."
cnn_PAL,The US says Israel is doing enough to bring aid into Gaza. On the ground it is a different story,Multiple factors have contributed to what aid agencies are calling the worst point for the humanitarian situation in Gaza since the war began in October 2023.
cnn_PAL,‘Enough war’: Why Gazans are protesting Hamas now,"Palestinians demonstrated against Hamas in Beit Lahia, northern Gaza, on Tuesday, in what appeared to be the largest protest against the militant group since the October 7 attacks."
cnn_PAL,Video shows damage to Netanyahu’s beach house as Hezbollah claims drone attack,A deadly attack by Hezbollah earlier in October killed four soldiers in a military base some 40 miles into Israel from the border.
cnn_PAL,"Video appears to show DC shooting suspect arrested, yelling ‘Free, free Palestine’",CNN has obtained video from an eyewitness which appears to show the suspect in the deadly shooting of two Israeli Embassy staff.
cnn_PAL,"A year into the war, Israeli military operations in Gaza continue to ramp up and Hamas is yet to be defeated","On Monday, as Israel marked a year since Hamas’ October 7 attacks, Israeli Prime Minister Benjamin Netanyahu vowed to “continue to fight” and achieve the country’s war goals, including toppling Hamas and “eliminating any future threat from Gaza to Israel.”
The same day, the Israeli military issued fresh evacuation orders in both northern and southern Gaza, where tens of thousands of Palestinians have been sheltering."
cnn_PAL,Israel announces expansion of military operation in Gaza,Did you encounter any technical issues?
cnn_PAL,Dana Bash just got off the phone with Trump. Hear what he said about Israel’s strikes,Hear what he said about Israel’s strikes
cnn_PAL,"Hamas leader Yahya Sinwar killed in Gaza, Israeli military says","Sinwar led Hamas since August, following the assassination of previous leader Ismail Haniyeh."
cnn_PAL,Palestinian PM on Trump plan for Gaza: ‘Our experience with leaving is a very bad one’,Palestinian PM on Trump plan for Gaza: ‘Our experience with leaving is a very bad one’
cnn_PAL,"At least 87 killed in Israeli strike on northern Gaza, health ministry says","The Israel Defense Forces (IDF) earlier dismissed reports from the Hamas-run Government Information Office in Gaza that 73 people had been killed as exaggerated, saying it operates in a “precise and targeted manner.”
Kamal Adwan Hospital director Hussam Abu Safiya told CNN earlier Sunday that a “large number” of people have been killed and injured and “transferred to the hospital amid a severe shortage of medical staff and supplies,” and that many of the injured are “facing the risk of death due to the inability to treat them.”
The hospital’s director also said the area around the hospital is coming under “bombardment and direct gunfire.”
Dr. Maher Shamiya from the hospital told CNN that staff were “working under pressure, under fear, under destruction, and under injuries.”
The United Nations’ Special Coordinator for the Peace Process in the Middle East, Tor Wennesland, in a statement expressed horror at the airstrike, saying that “the nightmare in Gaza is intensifying.”
“Horrifying scenes are unfolding in the northern Strip amidst conflict, relentless Israeli strikes and an ever-worsening humanitarian crisis,” Wennesland said, adding that “civilians must be protected wherever they are.”
The airstrike comes as the Israeli military ramps up its operations again in northern Gaza, saying Hamas was regrouping in the area, and as Israel presses on with its war against Hezbollah in southern Lebanon."
cnn_PAL,Video from US Air Force shows a swarm of Iranian drones targeting Israel,nan
cnn_PAL,Documentary captures life of Gazan photographer Fatma Hassona killed in Israeli airstrike,"CNN values your feedback
Video player was slow to load content Video content never loaded Ad froze or did not finish loading Video content did not start after ad Audio on ad was too loud Other issues
Ad never loaded Ad prevented/slowed the page from loading Content moved around while ad loaded Ad was repetitive to ads I've seen previously Other issues
Thank You!"
cnn_PAL,‘You cannot kill them all’: Former US diplomat urges Israel towards a ceasefire with Hamas and Hezbollah,"Video player was slow to load content Video content never loaded Ad froze or did not finish loading Video content did not start after ad Audio on ad was too loud Other issues
Ad never loaded Ad prevented/slowed the page from loading Content moved around while ad loaded Ad was repetitive to ads I've seen previously Other issues"
cnn_PAL,Israel says it will block Gaza humanitarian aid until Hamas agrees to new conditions,"Aid groups and the United Nations slammed the Israeli announcement, while Egypt, a mediator in the hostage-ceasefire deal, said it “unequivocally rejects the politicization of humanitarian aid and its exploitation as a tool of blackmail.”
Hamas, which is seeking negotiations on a permanent end to the fighting and the full withdrawal of Israeli troops from Gaza, immediately rejected the plan, saying that Netanyahu and his government were carrying out “a blatant coup against the ceasefire deal” that had already been agreed."
